Time	Substrate Temperature	Substrate Setpoint	Substrate Output	Substrate Rotation Temperature	Substrate Rotation Setpoint	Substrate Rotation Output	Substrate Position Temperature	Substrate Position Setpoint	Substrate Position Output	Buffer HTS Temperature	Buffer HTS Setpoint	Buffer HTS Output	LC Lamp Temperature	LC Lamp Setpoint	LC Lamp Output	In Base Temperature	In Base Setpoint	In Base Output	In Tip Temperature	In Tip Setpoint	In Tip Output	Ga Base Temperature	Ga Base Setpoint	Ga Base Output	Ga Tip Temperature	Ga Tip Setpoint	Ga Tip Output	Al Base Temperature	Al Base Setpoint	Al Base Output	Er Temperature	Er Setpoint	Er Output	GaTe Temperature	GaTe Setpoint	GaTe Output	Si Temperature	Si Setpoint	Si Output	Be Temperature	Be Setpoint	Be Output	Bi Base Temperature	Bi Base Setpoint	Bi Base Output	Bi Tip Temperature	Bi Tip Setpoint	Bi Tip Output	As SUB Temperature	As SUB Setpoint	As SUB Output	As Cracker Temperature	As Cracker Setpoint	As Cracker Output	As Valve Temperature	As Valve Setpoint	As Valve Output	Sb SUB Temperature	Sb SUB Setpoint	Sb SUB Output	Sb Cracker Temperature	Sb Cracker Setpoint	Sb Cracker Output	Sb Valve Temperature	Sb Valve Setpoint	Sb Valve Output	AHS Temperature	AHS Setpoint	AHS Output	DD Be Temperature	DD Be Setpoint	DD Be Output	BOS Temperature	BOS Setpoint	BOS Output	SF1 Temperature	SF1 Setpoint	SF1 Output	SF2 Temperature	SF2 Setpoint	SF2 Output	BOS1 Temperature	BOS1 Setpoint	BOS1 Output	BOS2 Temperature	BOS2 Setpoint	BOS2 Output	Growth Chamber Pressure	Beam Flux	BandiT temperature	Buffer Chamber Pressure	Load Chamber Pressure	BOS Pressure	DopantWaterFlow	LC Turbo Backing Pump	Plasma Intensity	Pirani BM 2	Pirani GC 1	Pirani GC 2	CAR Cryo	Source Flange Cryo	CAR GV	Source Flange GV	BOS Cryo	AluminumInterlock	Shutters	Comments
3568339692	200.1	200.0	5.6	---	---	---	---	---	---	21.6	10.0	0.0	21.6	10.0	0.0	233.9	175.0	0.0	350.0	350.0	8.4	272.8	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.1	400.0	400.0	6.3	100.6	100.0	1.1	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	399.9	400.0	46.8	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.2	900.0	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.25E-10	3.3590E-10	-1.4	3.18E-9	6.86E-8	1.00E-11	0.00	7.58E-3	-3.56E-4	1.018E+1	1.525E+0	1.000E-15	15.90	15.85	NaN	NaN	---	2.26E-4	all shutters closed	Growth complete
3568339707	200.0	200.0	5.7	---	---	---	---	---	---	21.5	10.0	0.0	21.6	10.0	0.0	233.9	175.0	0.0	350.0	350.0	8.1	272.8	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.4	400.0	400.0	6.3	101.1	100.0	0.7	350.0	350.0	2.9	350.0	350.0	4.9	307.9	300.0	0.0	350.0	350.0	9.9	400.1	400.0	46.5	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.3	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.32E-10	3.3395E-10	-1.5	3.18E-9	6.84E-8	1.00E-11	0.00	7.56E-3	-3.97E-4	1.018E+1	1.524E+0	1.000E-15	14.97	16.02	NaN	NaN	---	2.00E-4	all shutters closed	Growth complete
3568339722	200.0	200.0	5.6	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.1	175.0	0.0	350.0	350.0	7.9	272.7	200.0	0.0	349.9	350.0	8.5	800.1	800.0	14.2	400.0	400.0	6.4	100.9	100.0	0.8	350.0	350.0	2.9	350.1	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.8	400.1	400.0	46.5	850.0	850.0	18.5	2.10	---	---	566.4	566.4	72.3	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.1	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.31E-10	3.2573E-10	-1.5	3.18E-9	6.82E-8	1.00E-11	0.00	7.60E-3	-3.64E-4	1.018E+1	1.525E+0	1.000E-15	14.86	15.76	NaN	NaN	---	2.19E-4	all shutters closed	Growth complete
3568339737	199.9	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.2	272.9	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.2	400.0	400.0	6.2	100.3	100.0	1.1	350.0	350.0	2.9	350.1	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.5	850.1	850.0	18.6	2.00	---	---	566.4	566.4	72.4	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.34E-10	3.4153E-10	-1.4	3.18E-9	6.80E-8	1.00E-11	0.00	7.61E-3	-2.46E-4	1.019E+1	1.525E+0	1.000E-15	14.75	15.81	NaN	NaN	---	2.35E-4	all shutters closed	Growth complete
3568339752	200.0	200.0	5.9	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	233.9	175.0	0.0	349.9	350.0	7.9	272.8	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.2	400.0	400.0	6.2	99.9	100.0	1.5	350.1	350.0	2.9	349.9	350.0	4.9	307.9	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.5	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.7	900.0	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.34E-10	3.3623E-10	-1.5	3.18E-9	6.79E-8	1.00E-11	0.00	7.60E-3	-2.59E-4	1.018E+1	1.525E+0	1.000E-15	16.12	16.09	NaN	NaN	---	6.36E-5	all shutters closed	Growth complete
3568339767	199.9	200.0	5.9	---	---	---	---	---	---	21.5	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.2	272.9	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	99.1	100.0	1.8	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.6	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.3	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.36E-10	3.3811E-10	-1.5	3.18E-9	6.77E-8	1.00E-11	0.00	7.63E-3	-1.29E-4	1.019E+1	1.525E+0	1.000E-15	16.33	15.77	NaN	NaN	---	2.59E-4	all shutters closed	Growth complete
3568339782	200.0	200.0	5.9	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.3	272.8	200.0	0.0	350.0	350.0	8.5	800.0	800.0	14.4	400.0	400.0	6.3	98.8	100.0	1.9	349.9	350.0	3.0	349.9	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	399.9	400.0	46.7	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.5	900.1	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.40E-10	3.4567E-10	-1.4	3.18E-9	6.74E-8	1.00E-11	0.00	7.62E-3	-2.62E-4	1.019E+1	1.525E+0	1.000E-15	15.87	15.80	NaN	NaN	---	2.42E-4	all shutters closed	Growth complete
3568339797	200.0	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.4	272.9	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.4	99.4	100.0	1.5	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.7	399.9	400.0	46.5	850.1	850.0	18.5	2.00	---	---	566.4	566.4	72.5	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.39E-10	3.4150E-10	-1.5	3.17E-9	6.72E-8	1.00E-11	0.00	7.62E-3	-3.02E-4	1.018E+1	1.525E+0	1.000E-15	15.42	15.88	NaN	NaN	---	4.13E-5	all shutters closed	Growth complete
3568339812	200.1	200.0	5.7	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.1	175.0	0.0	350.0	350.0	7.9	272.8	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.3	99.9	100.0	1.1	350.1	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.3	400.0	400.0	46.7	850.0	850.0	18.4	2.00	---	---	566.4	566.4	72.5	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.44E-10	3.4920E-10	-1.5	3.17E-9	6.70E-8	1.00E-11	0.00	7.60E-3	-3.18E-4	1.018E+1	1.525E+0	1.000E-15	14.84	16.07	NaN	NaN	---	2.67E-4	all shutters closed	Growth complete
3568339827	200.1	200.0	5.6	---	---	---	---	---	---	21.6	10.0	0.0	21.8	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.1	272.8	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	100.7	100.0	0.9	350.1	350.0	3.0	350.1	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.4	850.1	850.0	18.5	2.00	---	---	566.4	566.4	72.3	900.0	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.49E-10	3.4325E-10	-1.5	3.17E-9	6.67E-8	1.00E-11	0.00	7.59E-3	-3.00E-4	1.018E+1	1.525E+0	1.000E-15	14.66	16.03	NaN	NaN	---	2.48E-4	all shutters closed	Growth complete
3568339842	200.1	200.0	5.8	---	---	---	---	---	---	21.5	10.0	0.0	21.7	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.0	272.9	200.0	0.0	350.1	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.2	101.1	100.0	0.8	350.0	350.0	2.9	350.1	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.8	400.1	400.0	46.5	850.1	850.0	18.5	2.00	---	---	566.4	566.4	72.5	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.44E-10	3.4904E-10	-1.5	3.17E-9	6.66E-8	1.00E-11	0.00	7.63E-3	-2.97E-4	1.018E+1	1.525E+0	1.000E-15	14.66	16.04	NaN	NaN	---	1.99E-4	all shutters closed	Growth complete
3568339857	200.0	200.0	6.0	---	---	---	---	---	---	21.6	10.0	0.0	21.8	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.4	272.9	200.0	0.0	350.1	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.3	100.9	100.0	0.7	350.0	350.0	2.9	350.0	350.0	4.9	307.9	300.0	0.0	350.0	350.0	9.7	400.1	400.0	46.4	850.0	850.0	18.4	2.10	---	---	566.3	566.4	72.6	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.46E-10	3.6030E-10	-1.5	3.17E-9	6.64E-8	1.00E-11	0.00	7.63E-3	-2.64E-4	1.018E+1	1.525E+0	1.000E-15	16.28	15.79	NaN	NaN	---	2.77E-4	all shutters closed	Growth complete
3568339872	200.0	200.0	5.6	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.2	272.9	200.0	0.0	350.1	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	100.5	100.0	1.0	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.1	350.0	9.6	400.1	400.0	46.6	850.1	850.0	18.4	2.10	---	---	566.5	566.4	72.4	900.0	900.0	20.6	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.39E-10	3.4941E-10	-1.4	3.17E-9	6.64E-8	1.00E-11	0.00	7.61E-3	-3.75E-4	1.018E+1	1.525E+0	1.000E-15	15.96	16.02	NaN	NaN	---	2.53E-4	all shutters closed	Growth complete
3568339887	199.9	200.0	5.7	---	---	---	---	---	---	21.6	10.0	0.0	21.6	10.0	0.0	234.2	175.0	0.0	350.0	350.0	7.9	272.9	200.0	0.0	350.2	350.0	8.4	800.0	800.0	14.4	400.0	400.0	6.3	99.7	100.0	1.5	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.7	400.1	400.0	46.6	850.0	850.0	18.4	2.10	---	---	566.5	566.4	72.5	900.1	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.40E-10	3.5007E-10	-1.5	3.17E-9	6.60E-8	1.00E-11	0.00	7.59E-3	-3.61E-4	1.018E+1	1.525E+0	1.000E-15	15.41	16.08	NaN	NaN	---	1.43E-4	all shutters closed	Growth complete
3568339902	199.9	200.0	6.0	---	---	---	---	---	---	21.6	10.0	0.0	21.8	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.2	272.8	200.0	0.0	350.1	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.2	99.1	100.0	1.9	350.1	350.0	2.9	350.0	350.0	4.9	307.9	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.6	850.0	850.0	18.5	2.00	---	---	566.5	566.4	72.6	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.36E-10	3.4123E-10	-1.5	3.17E-9	6.59E-8	1.00E-11	0.00	7.60E-3	-4.21E-4	1.018E+1	1.525E+0	1.000E-15	15.09	16.02	NaN	NaN	---	2.67E-4	all shutters closed	Growth complete
3568339917	199.9	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.4	272.9	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.4	400.0	400.0	6.3	98.8	100.0	1.9	350.1	350.0	2.9	349.9	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.7	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.4	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.36E-10	3.4069E-10	-1.5	3.17E-9	6.58E-8	1.00E-11	0.00	7.58E-3	-2.81E-4	1.018E+1	1.525E+0	1.000E-15	14.79	15.81	NaN	NaN	---	2.38E-5	all shutters closed	Growth complete
3568339932	199.9	200.0	5.9	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	7.9	272.8	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.4	400.0	400.0	6.3	99.1	100.0	1.8	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.1	350.0	9.6	400.0	400.0	46.5	850.1	850.0	18.4	2.00	---	---	566.3	566.4	72.7	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.37E-10	3.3427E-10	-1.5	3.17E-9	6.55E-8	1.00E-11	0.00	7.62E-3	-2.38E-4	1.018E+1	1.525E+0	1.000E-15	14.66	16.06	NaN	NaN	---	6.99E-5	all shutters closed	Growth complete
3568339947	199.9	200.0	5.9	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	7.9	272.8	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.4	400.0	400.0	6.3	100.0	100.0	1.4	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.8	399.9	400.0	46.6	850.0	850.0	18.3	2.00	---	---	566.4	566.4	72.4	900.1	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.37E-10	3.2489E-10	-1.5	3.17E-9	6.54E-8	1.00E-11	0.00	7.60E-3	-3.43E-4	1.018E+1	1.525E+0	1.000E-15	15.09	16.07	NaN	NaN	---	2.61E-4	all shutters closed	Growth complete
3568339962	199.9	200.0	5.8	---	---	---	---	---	---	21.5	10.0	0.0	21.7	10.0	0.0	234.1	175.0	0.0	350.1	350.0	7.6	272.9	200.0	0.0	350.1	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.3	100.8	100.0	1.0	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.4	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.6	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.35E-10	3.3480E-10	-1.5	3.17E-9	6.52E-8	1.00E-11	0.00	7.58E-3	-2.61E-4	1.018E+1	1.526E+0	1.000E-15	16.29	15.91	NaN	NaN	---	2.05E-4	all shutters closed	Growth complete
3568339977	199.9	200.0	6.1	---	---	---	---	---	---	21.6	10.0	0.0	21.8	10.0	0.0	234.1	175.0	0.0	349.9	350.0	8.2	272.9	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.4	101.0	100.0	0.8	350.0	350.0	2.9	350.1	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.5	400.0	400.0	46.6	850.1	850.0	18.5	2.10	---	---	566.4	566.4	72.5	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.25E-10	3.3319E-10	-1.5	3.17E-9	6.51E-8	1.00E-11	0.00	7.59E-3	-4.37E-4	1.018E+1	1.525E+0	1.000E-15	15.77	15.74	NaN	NaN	---	1.38E-4	all shutters closed	Growth complete
3568339992	200.0	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.1	272.9	200.0	0.0	350.0	350.0	8.4	800.1	800.0	14.4	400.0	400.0	6.3	100.8	100.0	0.7	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	349.9	350.0	9.9	400.0	400.0	46.6	850.1	850.0	18.5	2.10	---	---	566.5	566.4	72.3	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	349.9	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.25E-10	3.2577E-10	-1.5	3.17E-9	6.48E-8	1.00E-11	0.00	7.58E-3	-3.26E-4	1.018E+1	1.526E+0	1.000E-15	15.34	15.83	NaN	NaN	---	-8.90E-5	all shutters closed	Growth complete
3568340007	200.0	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.8	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.6	272.9	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.4	100.5	100.0	1.0	350.1	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.6	849.9	850.0	18.5	2.00	---	---	566.4	566.4	72.5	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.25E-10	3.3340E-10	-1.4	3.16E-9	6.46E-8	1.00E-11	0.00	7.60E-3	-2.35E-4	1.019E+1	1.526E+0	1.000E-15	15.04	16.10	NaN	NaN	---	2.62E-4	all shutters closed	Growth complete
3568340022	200.0	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.2	272.8	200.0	0.0	350.0	350.0	8.4	800.0	800.0	14.3	400.0	400.0	6.2	99.6	100.0	1.5	349.9	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.7	850.0	850.0	18.4	2.00	---	---	566.5	566.4	72.2	900.0	900.0	20.7	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.24E-10	3.3129E-10	-1.5	3.16E-9	6.45E-8	1.00E-11	0.00	7.58E-3	-2.37E-4	1.019E+1	1.525E+0	1.000E-15	14.64	15.75	NaN	NaN	---	6.52E-5	all shutters closed	Growth complete
3568340037	200.0	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.8	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.2	272.8	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.4	400.1	400.0	6.1	99.1	100.0	2.0	349.9	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.8	400.0	400.0	46.5	850.0	850.0	18.4	2.00	---	---	566.5	566.4	72.4	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.29E-10	3.3322E-10	-1.5	3.16E-9	6.42E-8	1.00E-11	0.00	7.57E-3	-2.49E-4	1.018E+1	1.526E+0	1.000E-15	14.57	15.82	NaN	NaN	---	2.02E-4	all shutters closed	Growth complete
3568340052	200.0	200.0	5.8	---	---	---	---	---	---	21.5	10.0	0.0	21.6	10.0	0.0	233.9	175.0	0.0	350.0	350.0	8.2	272.9	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	400.0	400.0	6.3	98.9	100.0	2.1	350.0	350.0	2.9	349.9	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.7	399.9	400.0	46.7	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.2	899.9	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.9	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.27E-10	3.3372E-10	-1.5	3.16E-9	6.41E-8	1.00E-11	0.00	7.65E-3	-2.92E-4	1.018E+1	1.526E+0	1.000E-15	14.60	16.08	NaN	NaN	---	2.59E-4	all shutters closed	Growth complete
3568340067	200.1	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.5	272.9	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.3	399.9	400.0	6.3	99.3	100.0	1.8	350.0	350.0	3.0	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.7	850.0	850.0	18.5	2.10	---	---	566.4	566.4	72.3	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.29E-10	3.3413E-10	-1.5	3.16E-9	6.39E-8	1.00E-11	0.00	7.60E-3	-3.26E-4	1.018E+1	1.525E+0	1.000E-15	16.29	16.14	NaN	NaN	---	3.18E-5	all shutters closed	Growth complete
3568340082	200.1	200.0	5.7	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	7.8	272.9	200.0	0.0	349.9	350.0	8.5	800.1	800.0	14.2	400.0	400.0	6.3	100.1	100.0	1.4	349.9	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	349.9	350.0	9.6	399.9	400.0	46.7	850.0	850.0	18.5	2.00	---	---	566.4	566.4	72.4	900.0	900.0	20.7	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.7	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.32E-10	3.3982E-10	-1.5	3.16E-9	6.38E-8	1.00E-11	0.00	7.60E-3	-3.03E-4	1.018E+1	1.525E+0	1.000E-15	16.33	15.71	NaN	NaN	---	1.59E-4	all shutters closed	Growth complete
3568340097	200.1	200.0	5.8	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.1	272.8	200.0	0.0	349.9	350.0	8.5	800.0	800.0	14.2	400.0	400.0	6.4	100.8	100.0	0.7	350.0	350.0	2.9	349.9	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.7	400.0	400.0	46.5	850.0	850.0	18.3	2.10	---	---	566.5	566.4	72.4	900.1	900.0	20.8	0.10	---	---	1.0	1.0	1.4	350.0	350.0	2.6	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.32E-10	3.4826E-10	-1.5	3.16E-9	6.36E-8	1.00E-11	0.00	7.63E-3	-4.19E-4	1.018E+1	1.525E+0	1.000E-15	15.75	15.90	NaN	NaN	---	1.02E-4	all shutters closed	Growth complete
3568340112	200.1	200.0	5.7	---	---	---	---	---	---	21.6	10.0	0.0	21.7	10.0	0.0	234.0	175.0	0.0	350.0	350.0	8.5	272.8	200.0	0.0	349.9	350.0	8.4	800.0	800.0	14.2	400.0	400.0	6.2	100.9	100.0	0.8	350.0	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.5	400.0	400.0	46.6	850.0	850.0	18.4	2.10	---	---	566.4	566.4	72.3	900.0	900.0	20.8	0.00	---	---	1.0	1.0	1.4	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.36E-10	3.3730E-10	-1.5	3.16E-9	6.34E-8	1.00E-11	0.00	7.59E-3	-3.08E-4	1.019E+1	1.526E+0	1.000E-15	15.29	16.13	NaN	NaN	---	1.62E-4	all shutters closed	Growth complete
3568340127	200.1	200.0	5.6	---	---	---	---	---	---	21.5	10.0	0.0	21.8	10.0	0.0	234.1	175.0	0.0	350.0	350.0	8.3	272.9	200.0	0.0	350.0	350.0	8.3	800.0	800.0	14.4	400.0	400.0	6.3	100.8	100.0	1.0	350.1	350.0	2.9	350.0	350.0	4.9	308.0	300.0	0.0	350.0	350.0	9.6	400.0	400.0	46.7	850.0	850.0	18.5	2.10	---	---	566.4	566.4	72.2	899.9	900.0	20.8	0.00	---	---	1.0	1.0	1.5	350.0	350.0	2.8	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	3.34E-10	3.4459E-10	-1.5	3.16E-9	6.33E-8	1.00E-11	0.00	7.55E-3	-3.08E-4	1.018E+1	1.525E+0	1.000E-15	14.89	15.75	NaN	NaN	---	2.42E-4	all shutters closed	Growth complete
